project_name	run_id	duration	emissions_rate	cpu_power	gpu_power	ram_power	cpu_energy	gpu_energy	ram_energy	energy_consumed	os	python_version	codecarbon_version	cpu_count	cpu_model	gpu_count	gpu_model	ram_total_size	tracking_mode	on_cloud	pue	model	split	recall@10	mrr@10	ndcg@10	hit@10	map@10	precision@10	gauc	itemcoverage@10	averagepopularity@10	giniindex@10	shannonentropy@10	tailpercentage@10	global_emissions_kg
'CKE_amazon_books_60core_split_8'	'b7f989b8-3df2-4b6a-81a7-fd9fbe6af13c'	3224.249740600586	9.74198042288371e-06	42.5	33.85635635605802	10.2771635055542	0.0380634547746843	0.0335448504469702	0.0092005865551276	0.0808088917767822	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	CKE	80%	0.0317	0.1071	0.0451	0.2734	0.0183	0.038	0.9199	0.4572	67.8643	0.8342	0.0004	0.0	38.38422359397154
'CKE_amazon_books_60core_split_10'	'3bcd7f8f-ddce-4e93-b7d5-9413b0550eb4'	3871.001386165619	9.660446498230494e-06	42.5	29.18783888136022	10.2771635055542	0.0456985248719652	0.0394610604577119	0.0110467675721062	0.0962063529017834	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	CKE	100%	0.0371	0.1249	0.0538	0.3064	0.0227	0.0451	0.9293	0.47	81.4047	0.8253	0.0004	0.0	45.69801762834712
'KGCN_amazon_books_60core_split_2'	'3c7483cd-e624-4e67-9dda-a44a843a8f61'	1278.1471700668335	9.17196696795197e-06	42.5	28.38730764828558	10.2771635055542	0.01508879984551	0.0114236905278337	0.0036471785350597	0.0301596689084035	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGCN	20%	0.0075	0.0353	0.013	0.0992	0.0045	0.0116	0.8106	0.4539	22.4131	0.8589	0.0004	0.0023	14.32584273149166
'KGCN_amazon_books_60core_split_4'	'29fc4ab3-07e9-424f-9a61-0b908dd3c53f'	1855.296930074692	9.190520190452288e-06	42.5	27.42894411412413	10.2771635055542	0.021902471894688	0.0166760413963777	0.0052883664654972	0.0438668797565631	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGCN	40%	0.0138	0.0574	0.022	0.1615	0.0079	0.0195	0.8883	0.4817	41.6567	0.8445	0.0004	0.0009	20.83676788436747
'KGCN_amazon_books_60core_split_6'	'6516fb96-edfc-4fae-aa72-7fbd22e645a4'	2380.188978433609	9.207056472025056e-06	42.5	28.070600390478607	10.2771635055542	0.0280990285974409	0.0214886613575817	0.0067910637908541	0.0563787537458769	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGCN	60%	0.0189	0.0714	0.0285	0.2002	0.0105	0.025	0.9116	0.513	55.3529	0.8211	0.0003	0.0008	26.779908029291526
'KGCN_amazon_books_60core_split_8'	'f5a4b2fe-9ee3-4d4a-bda1-ae1fb6e4d04e'	2920.7931690216064	9.215686516249882e-06	42.5	26.992694081694708	10.2771635055542	0.0344811114736729	0.0264325050348759	0.0083350990229049	0.0692487155314538	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGCN	80%	0.0232	0.0839	0.0347	0.2291	0.0133	0.0303	0.9249	0.5302	69.3546	0.8071	0.0003	0.0007	32.893139877440554
'KGCN_amazon_books_60core_split_10'	'63b3aa3a-2aef-41e6-af37-f972050be9ed'	3407.09965801239	9.23007573675884e-06	42.5	31.13261982452575	10.2771635055542	0.0402222597367233	0.0309654200500943	0.0097169409409878	0.0809046207278056	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGCN	100%	0.0283	0.0956	0.0408	0.2578	0.0161	0.0355	0.9335	0.548	81.4607	0.7937	0.0003	0.0004	38.42969484570766
'MKR_amazon_books_60core_split_2'	'ac74148f-2167-4123-9c6e-5f01c2c122b0'	1678.2710480690002	1.223627195813777e-05	42.5	33.70456376166214	10.2771635055542	0.0198126744526955	0.0282357886997237	0.0047832201516058	0.0528316833040251	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	MKR	20%	0.0073	0.0318	0.012	0.0947	0.004	0.011	0.8151	0.2809	26.2565	0.9297	0.0006	0.0004	25.095049569411923
'MKR_amazon_books_60core_split_4'	'172ec940-f905-4105-b7a6-a4ae533977dc'	2402.217131137848	1.2365818910743422e-05	42.5	37.1285759294825	10.2771635055542	0.0283591930568218	0.0412189271417817	0.0068438741002068	0.0764219942988104	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	MKR	40%	0.0129	0.052	0.0203	0.152	0.0072	0.0184	0.886	0.3271	44.2279	0.9058	0.0005	0.0	36.300447291934944
'MKR_amazon_books_60core_split_6'	'0d19ccba-aa4c-4d99-aaa0-ba5eb120db59'	3108.329022407532	1.2408141026250325e-05	42.5	33.32203236180005	10.2771635055542	0.0366952595680952	0.0536612159844938	0.0088675697726716	0.0992240453252606	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	MKR	60%	0.0181	0.0651	0.0264	0.1906	0.0096	0.0237	0.9125	0.3592	56.1402	0.8895	0.0005	0.0	47.13142152949878
'MKR_amazon_books_60core_split_8'	'fd1c988a-3f83-478a-86e4-3940da5e8d4a'	3830.1190416812897	1.2425514918126116e-05	42.5	29.963126861403143	10.2771635055542	0.0452080354086227	0.0663112483267336	0.0109169303582418	0.122436214093598	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	MKR	80%	0.022	0.0789	0.0326	0.217	0.0124	0.0286	0.9261	0.3943	68.4407	0.8697	0.0004	0.0	58.157201694459054
'MKR_amazon_books_60core_split_10'	'ffa3eabe-460e-4800-b4a0-cc021a0e87fa'	4527.906663179398	1.245129769305673e-05	42.5	31.341541251890536	10.2771635055542	0.0534530671028626	0.078669744324634	0.01291969874642	0.1450425101739168	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	MKR	100%	0.0258	0.0901	0.0382	0.2421	0.0151	0.0334	0.9337	0.401	82.8677	0.8671	0.0004	0.0	68.89519233261049
'KGNNLS_amazon_books_60core_split_2'	'6a275560-ba1f-4ac8-80ab-64f634e6db64'	1429.2875685691831	9.150605977251471e-06	42.5	27.103429304752783	10.2771635055542	0.0168731191111935	0.0126959496011958	0.0040784231146668	0.0336474918270561	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGNNLS	20%	0.0075	0.0354	0.013	0.0993	0.0045	0.0116	0.8106	0.4539	22.4143	0.8589	0.0004	0.0023	15.982558617851646
'KGNNLS_amazon_books_60core_split_4'	'5260992d-a222-430f-9c30-0cea12356057'	2177.304715871811	9.137781237088768e-06	42.5	27.24154597935005	10.2771635055542	0.0257039574278725	0.0192723409734161	0.00620875899517	0.0511850573964587	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGNNLS	40%	0.0138	0.0571	0.0219	0.1613	0.0078	0.0195	0.8883	0.4803	41.5134	0.8445	0.0004	0.0009	24.31290226331788
'KGNNLS_amazon_books_60core_split_6'	'5b0ac9ef-eb43-42f4-808f-209446471fe8'	2946.6860682964325	9.133226687687488e-06	42.5	22.928770758362937	10.2771635055542	0.0347867630051242	0.0260459905589982	0.008404739011686	0.0692374925758084	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGNNLS	60%	0.0186	0.0715	0.0284	0.1985	0.0105	0.025	0.9116	0.5134	55.3183	0.8209	0.0003	0.0009	32.88780897350899
'KGNNLS_amazon_books_60core_split_8'	'6362becb-116f-4044-a0b1-1a0de6900f32'	3676.293994665146	9.13468081568542e-06	42.5	25.65526804815157	10.2771635055542	0.0434001349376307	0.03250458989254	0.0104899225497944	0.0863946473799651	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGNNLS	80%	0.023	0.0838	0.0345	0.2275	0.0132	0.0301	0.9249	0.5321	69.3579	0.8065	0.0003	0.0007	41.037457505483424
'KGNNLS_amazon_books_60core_split_10'	'dc2db85c-73b2-4c59-af46-0ba7c18c9965'	4437.12605214119	9.132166636619938e-06	42.5	31.074780494169	10.2771635055542	0.052381971448991	0.0392033419182036	0.012660547204248	0.1042458605714426	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	KGNNLS	100%	0.0282	0.0953	0.0407	0.2567	0.016	0.0353	0.9335	0.5482	81.4553	0.7938	0.0003	0.0005	49.51678377143523
'DGCF_amazon_books_60core_split_2'	'def20225-ee5a-44f8-aa34-245638e3a6e9'	7867.800207853317	1.3062403105102573e-05	42.5	31.14201141926972	10.2771635055542	0.0928827838998701	0.1490656717524405	0.0224504356973345	0.2643988913496453	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	DGCF	20%	0.0138	0.0572	0.0221	0.1565	0.0081	0.0194	0.8453	0.3808	22.5747	0.8925	0.0005	0.0124	125.58947339108153
'DGCF_amazon_books_60core_split_4'	'e0d3d038-bf8e-4bc9-be9d-b88cd57591ca'	29147.273869991302	1.316388943467788e-05	42.5	31.141657384633	10.2771635055542	0.3440976974647907	0.5598377267587118	0.0831742138715967	0.987109638095099	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	DGCF	40%	0.0241	0.0877	0.0358	0.2348	0.0136	0.031	0.9053	0.3866	43.9275	0.887	0.0004	0.0112	468.877078095172
'DGCF_amazon_books_60core_split_6'	'6cee923c-ac7a-48a9-b307-25fb122f9062'	64846.86489748955	1.3175361634602442e-05	42.5	27.619204633933705	10.2771635055542	0.7655484870826202	1.247439641006471	0.1850476316822265	2.19803575977132	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	DGCF	60%	0.033	0.1114	0.0472	0.2867	0.019	0.0401	0.9255	0.4157	63.0109	0.8735	0.0004	0.0099	1044.0669858913768
'DGCF_amazon_books_60core_split_8'	'99964914-b3f6-4322-8394-d0b53bcc7eac'	113372.96461439133	1.3174651724079788e-05	42.5	29.08193859347553	10.2771635055542	1.3384222683909803	2.1807219698539573	0.3235149806966282	3.8426592189415736	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	DGCF	80%	0.0395	0.1326	0.0574	0.3213	0.0242	0.0479	0.9366	0.4363	81.1634	0.8605	0.0004	0.0112	1825.263128997248
'DGCF_amazon_books_60core_split_10'	'33a96890-c90b-436c-8362-39fc6845fc7d'	179369.034450531	1.3175755203682476e-05	42.5	34.6972220065139	10.2771635055542	2.117538325925177	3.450654737743804	0.5118438001523619	6.080036863821347	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	DGCF	100%	0.0477	0.158	0.0696	0.3621	0.0307	0.0572	0.9435	0.4526	97.897	0.8511	0.0004	0.0056	2888.01751031514
'NGCF_amazon_books_60core_split_2'	'98882dd5-c331-4677-9e8a-6a6ab43262cf'	1688.6778881549835	1.2699560617154856e-05	42.5	24.840272094619262	10.2771635055542	0.0199351013105776	0.0304222432266638	0.0048146566448292	0.0551720011820707	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	NGCF	20%	0.0135	0.0573	0.0217	0.1553	0.0079	0.0189	0.8581	0.4369	22.3261	0.8708	0.0004	0.0042	26.206700561483583
'NGCF_amazon_books_60core_split_4'	'f67c9fc2-8fe7-48d2-bffe-7c2548af98e9'	4168.570219278336	1.299060164221437e-05	42.5	31.98528234675557	10.2771635055542	0.0492117414969537	0.078209767845542	0.0118940463691881	0.1393155557116842	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	NGCF	40%	0.0213	0.0797	0.0317	0.2186	0.0118	0.0277	0.9094	0.4335	40.6025	0.8631	0.0004	0.0013	66.17488896305
'NGCF_amazon_books_60core_split_6'	'ed72cb19-25c9-4488-a9cb-611f5faf1fb7'	7697.139581441879	1.3089763348218868e-05	42.5	32.67757608178701	10.2771635055542	0.0908683469386564	0.14637876849181	0.0219584857223002	0.2592056011527665	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	NGCF	60%	0.0284	0.0992	0.0407	0.2602	0.0159	0.0345	0.927	0.4489	55.9478	0.8512	0.0004	0.0008	123.12266054756408
'NGCF_amazon_books_60core_split_8'	'f1efb630-ce4b-42c9-af4a-6a66d31fd9fb'	12154.313163518906	1.3125474243298915e-05	42.5	29.91526199556188	10.2771635055542	0.1434870213381118	0.2322485363542354	0.0346845697388367	0.4104201274311847	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	NGCF	80%	0.0346	0.1147	0.0487	0.2953	0.0196	0.0411	0.9359	0.4731	70.9031	0.8344	0.0004	0.0006	194.9495605298128
'NGCF_amazon_books_60core_split_10'	'afb3d4af-7353-49a8-aefc-53c46cdfa04a'	17885.314675807953	1.3138980515243814e-05	42.5	30.652370077578404	10.2771635055542	0.2111443371176718	0.3423802177928441	0.0510383262540905	0.6045628811646067	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	NGCF	100%	0.0397	0.1353	0.0579	0.3239	0.0244	0.0481	0.9415	0.4869	85.8884	0.8253	0.0004	0.0005	287.1673685531881
'RippleNet_amazon_books_60core_split_2'	'fd21f0e3-57fb-4cbf-9021-bd64c6377f83'	7951.524108409882	1.2425811020104716e-05	42.5	24.98242619007818	10.2771635055542	0.0938598129300607	0.1376505228981095	0.0226795986020818	0.254189934430252	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	RippleNet	20%	0.0035	0.0188	0.0067	0.0527	0.0023	0.0061	0.715	0.1349	74.2203	0.9883	0.0006	0.014	120.7402188543697
'RippleNet_amazon_books_60core_split_4'	'1c657ac5-bda9-4ed6-8de2-24945448ccf0'	14760.792911291122	1.2674583959758102e-05	42.5	32.899811226666145	10.2771635055542	0.1742569867779812	0.2649438480660215	0.0421110932313911	0.4813119280753934	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	RippleNet	40%	0.004	0.0221	0.0081	0.0622	0.0028	0.0075	0.7615	0.1974	121.0282	0.9754	0.0005	0.0232	228.62316583581185
'RippleNet_amazon_books_60core_split_6'	'1adcf16b-3370-4210-b59c-57bd641cafa4'	21521.29414486885	1.2777012489783437e-05	42.5	27.833674999796905	10.2771635055542	0.254068479866783	0.3919510580050414	0.0614063155719246	0.7074258534437498	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	RippleNet	60%	0.0041	0.0221	0.0083	0.065	0.0028	0.0079	0.7888	0.245	160.4648	0.9629	0.0004	0.0285	336.0272803857811
'RippleNet_amazon_books_60core_split_8'	'df0e6a13-6ef8-4c80-886a-32dd7b16143c'	28337.392188072205	1.2831983667569124e-05	42.5	24.998838660520075	10.2771635055542	0.3345351977659597	0.5200949549645202	0.0808550100390525	0.935485162769534	'Linux-5.15.0-1040-azure-x86_64-with-glibc2.10'	'3.8.5'	'2.3.4'	4.0	'AMD EPYC 7V12 64-Core Processor'	1.0	'1 x Tesla T4'	27.40576934814453	'machine'	'N'	1.0	RippleNet	80%	0.0048	0.0252	0.0095	0.0724	0.0033	0.0089	0.8077	0.2896	201.469	0.9482	0.0004	0.0283	444.3554523155286
